-4.0 5.4778992312721804e-06 1.0118917955392795e-09
-3.991991991991992 5.53265305155886e-06 1.0449288537973185e-09
-3.983983983983984 5.588357461473513e-06 1.0792950972567648e-09
-3.975975975975976 5.6450367360657946e-06 1.1150554271822454e-09
-3.967967967967968 5.702715985181496e-06 1.1522785416916522e-09
-3.95995995995996 5.761421190091974e-06 1.191037200512798e-09
-3.951951951951952 5.821179242101356e-06 1.231408508764875e-09
-3.943943943943944 5.8820179832592305e-06 1.2734742264584289e-09
-3.935935935935936 5.943966249316793e-06 1.3173211022077935e-09
-3.9279279279279278 6.0070539150747924e-06 1.3630412360712428e-09
-3.91991991991992 6.071311942283061e-06 1.4107324739597655e-09
-3.911911911911912 6.136772430264517e-06 1.4604988348935652e-09
-3.903903903903904 6.203468669449559e-06 1.5124509779062581e-09
-3.895895895895896 6.271435198022562e-06 1.5667067091077042e-09
-3.8878878878878878 6.340707861898035e-06 1.6233915360178075e-09
-3.87987987987988 6.411323878262417e-06 1.6826392723940445e-09
-3.871871871871872 6.483321902937097e-06 1.7445926999199e-09
-3.863863863863864 6.556742101839961e-06 1.8094042928708716e-09
-3.855855855855856 6.63162622684655e-06 1.8772370127945103e-09
-3.8478478478478477 6.708017696378435e-06 1.9482651813967676e-09
-3.83983983983984 6.785961681074949e-06 2.022675440384193e-09
-3.831831831831832 6.865505194936743e-06 2.1006678096726978e-09
-3.823823823823824 6.94669719236473e-06 2.1824568542947715e-09
-3.815815815815816 7.02958867155713e-06 2.2682729746630424e-09
-3.8078078078078077 7.114232784770677e-06 2.3583638355751477e-09
-3.7997997997998 7.200684956000096e-06 2.4529959519070732e-09
-3.7917917917917916 7.289003006683745e-06 2.5524564510291932e-09
-3.7837837837837838 7.379247290102693e-06 2.6570550364725666e-09
-3.775775775775776 7.471480835207415e-06 2.7671261802525826e-09
-3.7677677677677677 7.565769500680609e-06 2.883031576830287e-09
-3.75975975975976 7.662182140128636e-06 3.0051628942282225e-09
-3.7517517517517516 7.760790779387464e-06 3.1339448697260523e-09
-3.7437437437437437 7.86167080703526e-06 3.2698387995480364e-09
-3.735735735735736 7.964901179323282e-06 3.4133464849529735e-09
-3.7277277277277276 8.070564640871342e-06 3.5650147080772753e-09
-3.71971971971972 8.178747962628281e-06 3.725440324467828e-09
-3.7117117117117115 8.289542198772655e-06 3.89527607517505e-09
-3.7037037037037037 8.403042964427525e-06 4.075237246370391e-09
-3.6956956956956954 8.519350736293447e-06 4.2661093255592176e-09
-3.6876876876876876 8.63857117856541e-06 4.46875684059342e-09
-3.67967967967968 8.760815496804373e-06 4.684133605948463e-09
-3.6716716716716715 8.886200822785756e-06 4.913294653459505e-09
-3.6636636636636637 9.01485063375752e-06 5.157410191377197e-09
-3.6556556556556554 9.14689521002163e-06 5.417782017613048e-09
-3.6476476476476476 9.282472135317477e-06 5.695862922202367e-09
